"date" "P" "ETpot" "Q" "T" "GWL"
"78683" 2013122310 0 0.076 0.0327 6.9 28.1
"78684" 2013122311 0 0.1049 0.0327 7.9 28.093
"78685" 2013122312 0 0.0791 0.0332 8.5 28.095
"78686" 2013122313 0 0.038 0.0332 8.8 28.091
"78687" 2013122314 0 0.0076 0.0332 8.9 28.091
"78688" 2013122315 0 0 0.0343 9.4 28.097
"78689" 2013122316 0 0 0.0343 9.6 28.092
"78690" 2013122317 0 0 0.0349 10.1 28.095
"78691" 2013122318 0 0 0.0349 10.3 28.097
"78692" 2013122319 0 0 0.036 10.5 28.099
"78693" 2013122320 0.1 0 0.036 10.3 28.098
"78694" 2013122321 0 0 0.0366 10.6 28.098
"78695" 2013122322 0 0 0.0371 11.2 28.104
"78696" 2013122323 0 0 0.0371 11.4 28.108
"78697" 2013122400 0 0 0.0371 11.1 28.1
"78698" 2013122401 0 0 0.0366 10.4 28.098
"78699" 2013122402 0 0 0.0366 11 28.095
"78700" 2013122403 0 0 0.0366 10.2 28.096
"78701" 2013122404 0 0 0.036 10.8 28.102
"78702" 2013122405 0.1 0 0.0366 9.8 28.098
"78703" 2013122406 0.1 0 0.036 9.4 28.094
"78704" 2013122407 1.1 0 0.0366 9.6 28.091
"78705" 2013122408 1 0 0.0382 10.1 28.096
"78706" 2013122409 1 0 0.041 9.8 28.103
"78707" 2013122410 1 0 0.0432 10 28.118
"78708" 2013122411 0.9 0 0.0471 10.5 28.129
"78709" 2013122412 1 0 0.0537 11 28.14
"78710" 2013122413 1.1 0 0.062 10.8 28.166
"78711" 2013122414 1.4 0 0.0731 10.8 28.175
"78712" 2013122415 1.1 0 0.0903 10.5 28.207
"78713" 2013122416 1.1 0 0.1086 10.5 28.229
"78714" 2013122417 0.5 0 0.1307 9.2 28.253
"78715" 2013122418 2.6 0 0.149 8.1 28.284
"78716" 2013122419 0.7 0 0.18 8.1 28.305
"78717" 2013122420 0.9 0 0.1983 7.5 28.328
"78718" 2013122421 1.5 0 0.2188 7.1 28.351
"78719" 2013122422 0.8 0 0.2365 7.1 28.371
"78720" 2013122423 2 0 0.2514 7 28.389
"78721" 2013122500 2.5 0 0.2747 6.9 28.414
"78722" 2013122501 1.9 0 0.324 7.2 28.437
"78723" 2013122502 4.8 0 0.3738 7.3 28.465
"78724" 2013122503 0.8 0 0.4602 8 28.495
"78725" 2013122504 0 0 0.5433 8.6 28.535
"78726" 2013122505 0 0 0.5682 8.9 28.553
"78727" 2013122506 0 0 0.5694 8.4 28.567
"78728" 2013122507 0 0 0.5417 8 28.569
"78729" 2013122508 0 0.0149 0.4852 7.4 28.568
"78730" 2013122509 0 0.0552 0.4076 7.9 28.562
"78731" 2013122510 0 0.0507 0.3534 7.5 28.561
"78732" 2013122511 0 0.0672 0.324 7.7 28.549
"78733" 2013122512 0 0.0537 0.2991 7.7 28.541
"78734" 2013122513 0 0.0358 0.2786 7.2 28.533
"78735" 2013122514 0 0.0209 0.2631 7 28.525
"78736" 2013122515 0 0.0015 0.2509 5.9 28.526
"78737" 2013122516 0 0 0.2382 4.7 28.511
"78738" 2013122517 0 0 0.2282 4.5 28.504
"78739" 2013122518 0 0 0.2182 2.8 28.5
"78740" 2013122519 0 0 0.2094 3.7 28.492
"78741" 2013122520 0 0 0.1994 3.8 28.475
"78742" 2013122521 0 0 0.1916 2.9 28.476
"78743" 2013122522 0 0 0.185 3.6 28.47
"78744" 2013122523 0 0 0.1789 2.9 28.458
"78745" 2013122600 0 0 0.1728 2.8 28.449
"78746" 2013122601 0 0 0.1684 3.1 28.447
"78747" 2013122602 0 0 0.1634 3.9 28.438
"78748" 2013122603 0 0 0.1595 3.6 28.432
"78749" 2013122604 0 0 0.154 3.9 28.427
"78750" 2013122605 0 0 0.1518 3.5 28.417
"78751" 2013122606 0 0 0.1479 4 28.413
"78752" 2013122607 0 0 0.144 3.2 28.406
"78753" 2013122608 0 0.013 0.1407 3.6 28.399
"78754" 2013122609 0 0.0359 0.1374 4.8 28.394
"78755" 2013122610 0 0.0435 0.1335 5.6 28.388
"78756" 2013122611 0 0.0402 0.1302 6.3 28.38
"78757" 2013122612 0 0.0326 0.1279 6.4 28.368
"78758" 2013122613 0 0.0239 0.1263 6.2 28.358
"78759" 2013122614 0 0.0087 0.1241 5.8 28.354
"78760" 2013122615 0 0.0022 0.123 5.4 28.351
"78761" 2013122616 0 0 0.1191 5.2 28.346
"78762" 2013122617 0 0 0.1169 5.9 28.342
"78763" 2013122618 0 0 0.1146 5.4 28.34
"78764" 2013122619 0 0 0.1119 4.2 28.336
"78765" 2013122620 0 0 0.1097 4.3 28.326
"78766" 2013122621 0 0 0.1074 4 28.327
"78767" 2013122622 0 0 0.1063 2.9 28.327
"78768" 2013122623 0 0 0.1041 3 28.317
"78769" 2013122700 0 0 0.1025 2.7 28.319
"78770" 2013122701 0 0 0.1008 3.6 28.315
"78771" 2013122702 0 0 0.0991 4 28.306
"78772" 2013122703 0 0 0.098 5 28.314
"78773" 2013122704 0 0 0.0969 5.1 28.318
"78774" 2013122705 0 0 0.0958 5.4 28.309
"78775" 2013122706 0 0 0.0953 6 28.304
"78776" 2013122707 0 0.0011 0.0942 6.4 28.3
"78777" 2013122708 0 0.0053 0.0936 7 28.298
"78778" 2013122709 0 0.0138 0.093 7.3 28.298
"78779" 2013122710 0 0.017 0.0914 7.7 28.285
"78780" 2013122711 0.1 0.0213 0.0903 6.7 28.287
"78781" 2013122712 0.1 0.0202 0.0886 6.9 28.278
"78782" 2013122713 0 0.016 0.0875 7.5 28.273
"78783" 2013122714 0 0.0053 0.0875 7.8 28.277
"78784" 2013122715 0.1 0 0.0864 7.7 28.274
"78785" 2013122716 0.1 0 0.0858 7.9 28.271
"78786" 2013122717 0 0 0.0853 7.9 28.269
"78787" 2013122718 0.1 0 0.0853 8.3 28.27
"78788" 2013122719 0.1 0 0.0853 8.5 28.264
"78789" 2013122720 1.4 0 0.0864 8.4 28.264
"78790" 2013122721 1.2 0 0.0914 8.4 28.27
"78791" 2013122722 0.5 0 0.098 8.7 28.287
"78792" 2013122723 1.1 0 0.1036 8.1 28.294
"78793" 2013122800 1.9 0 0.1152 7.7 28.302
"78794" 2013122801 2.5 0 0.139 7.3 28.326
"78795" 2013122802 1.1 0 0.1756 7.1 28.354
"78796" 2013122803 1 0 0.2199 6.9 28.391
"78797" 2013122804 1.5 0 0.2592 6.7 28.42
"78798" 2013122805 1.5 0 0.2969 6.4 28.449
"78799" 2013122806 1.4 0 0.3323 6.3 28.479
"78800" 2013122807 0.4 0 0.37 6.3 28.505
"78801" 2013122808 0.7 0.0043 0.3921 6.1 28.529
"78802" 2013122809 0 0.0171 0.4026 6.3 28.548
"78803" 2013122810 0 0.0443 0.3916 6.8 28.553
"78804" 2013122811 0 0.0786 0.3678 7.4 28.562
"78805" 2013122812 0 0.0943 0.3395 7.7 28.555
"78806" 2013122813 0 0.0371 0.3135 7.4 28.539
"78807" 2013122814 0 0.0229 0.2913 7.1 28.535
"78808" 2013122815 0 0.0014 0.2725 5.8 28.535
"78809" 2013122816 0 0 0.2559 5.3 28.527
"78810" 2013122817 0 0 0.2415 5.5 28.527
"78811" 2013122818 0 0 0.2293 5.5 28.517
"78812" 2013122819 0 0 0.2188 6.1 28.511
"78813" 2013122820 0 0 0.2099 5.6 28.496
"78814" 2013122821 0 0 0.2016 5.6 28.491
"78815" 2013122822 0 0 0.1938 5.4 28.482
"78816" 2013122823 0 0 0.1872 5.3 28.472
"78817" 2013122900 0 0 0.1811 5.1 28.465
"78818" 2013122901 0 0 0.1756 4.9 28.462
"78819" 2013122902 0 0 0.17 5.2 28.45
"78820" 2013122903 0 0 0.1662 5.3 28.439
"78821" 2013122904 0 0 0.1623 5.4 28.432
"78822" 2013122905 0 0 0.1567 5.3 28.427
"78823" 2013122906 0.3 0 0.1529 5 28.416
"78824" 2013122907 0 0.0014 0.1501 4.8 28.412
"78825" 2013122908 0 0.0166 0.1468 4.3 28.404
"78826" 2013122909 0 0.0401 0.1423 5 28.395
"78827" 2013122910 0 0.0706 0.1401 5.4 28.392
"78828" 2013122911 0 0.0747 0.1374 6.3 28.386
"78829" 2013122912 0 0.1176 0.1368 7.3 28.375
"78830" 2013122913 0 0.0637 0.1351 6.8 28.369
"78831" 2013122914 0 0.0125 0.1329 6.2 28.356
"78832" 2013122915 0 0.0028 0.1313 5.6 28.353
"78833" 2013122916 0 0 0.1274 5.5 28.352
"78834" 2013122917 0 0 0.1241 4.7 28.348
"78835" 2013122918 0 0 0.1218 4.4 28.349
"78836" 2013122919 0 0 0.1196 3.8 28.34
"78837" 2013122920 0 0 0.1174 3.4 28.343
"78838" 2013122921 0 0 0.1146 2.8 28.337
"78839" 2013122922 0 0 0.113 2.6 28.33
"78840" 2013122923 0 0 0.1108 2.2 28.323
"78841" 2013123000 0 0 0.108 1.7 28.321
"78842" 2013123001 0 0 0.1063 1.8 28.318
"78843" 2013123002 0 0 0.1041 1.9 28.317
"78844" 2013123003 0 0 0.1025 1.9 28.312
"78845" 2013123004 0 0 0.1008 2.2 28.308
"78846" 2013123005 0 0 0.0991 2.8 28.305
"78847" 2013123006 0 0 0.0975 3 28.304
"78848" 2013123007 0 0.0014 0.0969 3.2 28.306
"78849" 2013123008 0 0.0298 0.0958 3.9 28.298
"78850" 2013123009 0 0.0719 0.0936 4.9 28.296
"78851" 2013123010 0 0.0922 0.093 5.3 28.289
"78852" 2013123011 0 0.0841 0.0908 5.6 28.287
"78853" 2013123012 0 0.0786 0.0903 5.9 28.279
"78854" 2013123013 0 0.0298 0.0897 5.8 28.279
"78855" 2013123014 0 0.0122 0.0892 5.6 28.273
"78856" 2013123015 0 0 0.0881 5.7 28.275
"78857" 2013123016 0 0 0.0881 5.8 28.275
"78858" 2013123017 0 0 0.0864 6.3 28.278
"78859" 2013123018 0.4 0 0.0853 5.3 28.271
"78860" 2013123019 0 0 0.0847 5.8 28.27
"78861" 2013123020 0 0 0.0847 5.8 28.274
"78862" 2013123021 0 0 0.0836 5.7 28.27
"78863" 2013123022 0 0 0.082 5.3 28.268
"78864" 2013123023 0 0 0.0814 5.3 28.262
"78865" 2013123100 0 0 0.0798 5.5 28.259
"78866" 2013123101 0 0 0.0792 5.7 28.256
"78867" 2013123102 0 0 0.0786 5.3 28.26
"78868" 2013123103 0 0 0.0775 5.5 28.259
"78869" 2013123104 0 0 0.077 5.1 28.254
"78870" 2013123105 0 0 0.0759 4.1 28.247
"78871" 2013123106 0 0 0.0748 3.9 28.249
"78872" 2013123107 0 0.0012 0.0748 3.6 28.251
"78873" 2013123108 0 0.0208 0.0748 4.3 28.248
"78874" 2013123109 0 0.0673 0.0737 5.9 28.253
"78875" 2013123110 0 0.0771 0.0726 7.3 28.246
"78876" 2013123111 0 0.0979 0.072 8.1 28.234
"78877" 2013123112 0 0.0685 0.0714 7.8 28.226
"78878" 2013123113 0 0.0404 0.0714 7.9 28.219
"78879" 2013123114 0 0.0245 0.0714 7.8 28.223
"78880" 2013123115 0 0.0024 0.0714 7.5 28.225
"78881" 2013123116 0 0 0.0709 7.1 28.225
"78882" 2013123117 0 0 0.0709 6.9 28.221
"78883" 2013123118 0 0 0.0698 6.4 28.223
"78884" 2013123119 0 0 0.0687 5.8 28.221
"78885" 2013123120 0 0 0.0687 6.1 28.221
"78886" 2013123121 0 0 0.067 5.9 28.223
"78887" 2013123122 0.3 0 0.067 5 28.225
"78888" 2013123123 0 0 0.0665 5.7 28.215
"78889" 2014010100 0.5 0 0.0665 5 28.222
"78890" 2014010101 0.4 0 0.0665 5.1 28.222
"78891" 2014010102 0 0 0.067 5.3 28.228
"78892" 2014010103 0 0 0.0676 6 28.226
"78893" 2014010104 0 0 0.0676 5.7 28.222
"78894" 2014010105 0 0 0.067 4.7 28.224
"78895" 2014010106 0 0 0.0676 4.8 28.219
"78896" 2014010107 0 0.0013 0.0676 5.2 28.22
"78897" 2014010108 0 0.0254 0.067 5.4 28.217
"78898" 2014010109 0 0.066 0.067 6.6 28.221
"78899" 2014010110 0 0.0964 0.0659 7.2 28.214
"78900" 2014010111 0 0.0977 0.0654 7.7 28.204
"78901" 2014010112 0 0.1091 0.0648 8 28.198
"78902" 2014010113 0 0.0799 0.0642 8 28.209
"78903" 2014010114 0 0.0228 0.0637 7.1 28.205
"78904" 2014010115 0 0.0013 0.0637 7 28.194
"78905" 2014010116 0 0 0.0642 7.2 28.199
"78906" 2014010117 0 0 0.0637 7.7 28.207
"78907" 2014010118 0.1 0 0.0637 7.6 28.209
"78908" 2014010119 0.1 0 0.0626 8 28.205
"78909" 2014010120 0 0 0.0626 7.8 28.202
"78910" 2014010121 0 0 0.0631 8.4 28.208
"78911" 2014010122 0 0 0.0626 8.8 28.203
"78912" 2014010123 0 0 0.0626 8.8 28.202
"78913" 2014010200 0.1 0 0.0626 8.7 28.199
"78914" 2014010201 0 0 0.0626 9.1 28.196
"78915" 2014010202 0 0 0.0626 8.9 28.2
"78916" 2014010203 0 0 0.0626 9.2 28.195
"78917" 2014010204 0 0 0.0626 9.6 28.193
"78918" 2014010205 0 0 0.062 9.7 28.19
"78919" 2014010206 0 0 0.062 9.7 28.196
"78920" 2014010207 0 0 0.0615 9.3 28.187
"78921" 2014010208 0 0.0066 0.0609 9.8 28.188
"78922" 2014010209 0 0.045 0.0598 10.1 28.178
"78923" 2014010210 0 0.0384 0.0587 9.4 28.182
"78924" 2014010211 0.4 0.0212 0.0582 9 28.168
"78925" 2014010212 0 0.0265 0.0587 9.2 28.173
"78926" 2014010213 0 0.0358 0.0593 8.8 28.181
"78927" 2014010214 0 0.0238 0.0582 8.6 28.174
"78928" 2014010215 0 0.0026 0.0576 7.4 28.181
"78929" 2014010216 0 0 0.0565 7.6 28.169
"78930" 2014010217 0 0 0.0559 7.5 28.169
"78931" 2014010218 0 0 0.0554 6.5 28.173
"78932" 2014010219 0 0 0.0543 6.3 28.172
"78933" 2014010220 0 0 0.0537 5.9 28.168
"78934" 2014010221 0 0 0.0526 5.8 28.166
"78935" 2014010222 0 0 0.0521 5.8 28.166
"78936" 2014010223 0 0 0.0521 6.3 28.164
"78937" 2014010300 0 0 0.0521 6.7 28.161
"78938" 2014010301 0 0 0.0515 6.5 28.169
"78939" 2014010302 0 0 0.051 7 28.16
"78940" 2014010303 0 0 0.0515 7.4 28.162
"78941" 2014010304 0 0 0.0515 7.6 28.164
"78942" 2014010305 0 0 0.0515 8.1 28.164
"78943" 2014010306 0.6 0 0.0515 8 28.163
"78944" 2014010307 0 0 0.0526 8.8 28.17
"78945" 2014010308 0.1 0.0046 0.0537 8.1 28.175
"78946" 2014010309 0.1 0.0091 0.0543 8.5 28.167
"78947" 2014010310 0 0.0286 0.0548 9 28.167
"78948" 2014010311 0 0.0469 0.0548 10.2 28.172
"78949" 2014010312 0 0.0594 0.0554 10.9 28.162
"78950" 2014010313 0 0.0274 0.0565 11.2 28.158
"78951" 2014010314 0 0.0194 0.057 11.4 28.155
"78952" 2014010315 0 0.0046 0.057 11 28.157
"78953" 2014010316 0 0 0.0565 11.1 28.152
"78954" 2014010317 4 0 0.0565 4.7 28.156
"78955" 2014010318 0.3 0 0.067 5.5 28.146
"78956" 2014010319 0 0 0.0836 6.5 28.207
"78957" 2014010320 0 0 0.0842 7.1 28.224
"78958" 2014010321 0 0 0.087 7.5 28.233
"78959" 2014010322 0 0 0.0919 7.8 28.24
"78960" 2014010323 0 0 0.0936 7.4 28.245
"78961" 2014010400 0.1 0 0.0914 7.1 28.245
"78962" 2014010401 0 0 0.0903 7 28.237
"78963" 2014010402 0 0 0.0881 6.4 28.239
"78964" 2014010403 0 0 0.0858 6.4 28.24
"78965" 2014010404 0 0 0.0847 5.9 28.24
"78966" 2014010405 0 0 0.0836 5.7 28.244
"78967" 2014010406 0 0 0.082 5.8 28.24
"78968" 2014010407 0 0 0.0809 5.6 28.241
"78969" 2014010408 0 0.0159 0.0792 6.2 28.239
"78970" 2014010409 0 0.0462 0.0786 6.9 28.242
"78971" 2014010410 0 0.0635 0.0781 7.6 28.243
"78972" 2014010411 0 0.0678 0.0764 8.1 28.235
"78973" 2014010412 0 0.0577 0.0764 8.3 28.229
"78974" 2014010413 0 0.0346 0.077 8.5 28.228
"78975" 2014010414 0 0.013 0.0781 8.9 28.223
"78976" 2014010415 0 0.0014 0.077 9 28.227
"78977" 2014010416 0 0 0.0759 8.6 28.223
"78978" 2014010417 0 0 0.0748 8.5 28.223
"78979" 2014010418 0 0 0.0742 7.6 28.223
"78980" 2014010419 0 0 0.0726 7.4 28.218
"78981" 2014010420 0 0 0.0714 6.6 28.215
"78982" 2014010421 0 0 0.0703 6.4 28.213
"78983" 2014010422 0 0 0.0692 6.1 28.211
"78984" 2014010423 0 0 0.0676 7 28.205
"78985" 2014010500 0 0 0.0665 7.7 28.202
"78986" 2014010501 0.4 0 0.0654 7.3 28.201
"78987" 2014010502 1 0 0.0648 7 28.195
"78988" 2014010503 0.6 0 0.0659 7 28.198
"78989" 2014010504 0 0 0.0681 6.4 28.204
"78990" 2014010505 0 0 0.0692 5.5 28.21
"78991" 2014010506 0 0 0.0703 5.1 28.216
"78992" 2014010507 0 0 0.0703 4.2 28.209
"78993" 2014010508 0 0.0194 0.0709 4.3 28.212
"78994" 2014010509 0 0.0661 0.0709 5.2 28.21
"78995" 2014010510 0 0.101 0.0692 6.2 28.212
"78996" 2014010511 0 0.1179 0.0687 6.9 28.204
"78997" 2014010512 0 0.0959 0.0676 6.7 28.197
"78998" 2014010513 0 0.0751 0.0665 7.1 28.199
"78999" 2014010514 0 0.022 0.0659 6.3 28.191
"79000" 2014010515 0 0.0026 0.0654 5.5 28.184
"79001" 2014010516 0 0 0.0642 4.2 28.186
"79002" 2014010517 0 0 0.0631 4.6 28.184
"79003" 2014010518 0 0 0.062 4.7 28.189
"79004" 2014010519 0 0 0.0609 4.3 28.194
"79005" 2014010520 0 0 0.0604 4.5 28.191
"79006" 2014010521 0 0 0.0604 4.7 28.188
"79007" 2014010522 0 0 0.0593 4.5 28.187
"79008" 2014010523 0 0 0.0593 4.7 28.19
"79009" 2014010600 0 0 0.0593 5.7 28.19
"79010" 2014010601 0 0 0.0582 6.4 28.19
"79011" 2014010602 0 0 0.0587 7.3 28.19
"79012" 2014010603 0 0 0.0587 7.6 28.191
"79013" 2014010604 0 0 0.0582 7.9 28.183
"79014" 2014010605 0 0 0.0582 7.9 28.18
"79015" 2014010606 0.5 0 0.0582 7.7 28.178
"79016" 2014010607 0.9 0 0.0576 8.5 28.173
"79017" 2014010608 0 0.0053 0.0593 9.5 28.182
"79018" 2014010609 0 0.0228 0.0609 9.9 28.187
"79019" 2014010610 0 0.0281 0.0604 10.7 28.192
"79020" 2014010611 0 0.0912 0.0593 12 28.189
"79021" 2014010612 0 0.0842 0.0626 12.2 28.189
"79022" 2014010613 0 0.0474 0.0637 12.5 28.184
"79023" 2014010614 0 0.0175 0.0642 12.9 28.185
"79024" 2014010615 0 0.0035 0.0648 12.9 28.178
"79025" 2014010616 0 0 0.0648 12.4 28.178
"79026" 2014010617 0.3 0 0.0648 11.6 28.179
"79027" 2014010618 1.4 0 0.0648 11.1 28.179
"79028" 2014010619 0.5 0 0.0681 11 28.185
"79029" 2014010620 1.7 0 0.0726 10.7 28.205
"79030" 2014010621 1.3 0 0.0825 10.6 28.218
"79031" 2014010622 0 0 0.103 10 28.24
"79032" 2014010623 0 0 0.1119 10 28.261
"79033" 2014010700 0 0 0.1213 9.7 28.274
"79034" 2014010701 0 0 0.1263 9.6 28.286
"79035" 2014010702 0 0 0.1235 10.4 28.291
"79036" 2014010703 0 0 0.1191 10.4 28.296
"79037" 2014010704 0 0 0.1158 9.9 28.296
"79038" 2014010705 0 0 0.113 9.7 28.292
"79039" 2014010706 0 0 0.1102 9.5 28.293
"79040" 2014010707 0 0.0028 0.1069 9.8 28.288
"79041" 2014010708 0 0.0351 0.1041 10 28.286
"79042" 2014010709 0 0.0589 0.1008 10.1 28.281
"79043" 2014010710 0 0.0688 0.0975 10.9 28.273
"79044" 2014010711 0 0.087 0.0964 11.6 28.272
"79045" 2014010712 0 0.0688 0.0942 11.5 28.27
"79046" 2014010713 0 0.0491 0.0919 11.6 28.257
"79047" 2014010714 0 0.0253 0.0903 11.6 28.259
"79048" 2014010715 0 0.0042 0.0881 11.2 28.247
"79049" 2014010716 0 0 0.087 11.2 28.251
"79050" 2014010717 0 0 0.0853 10.9 28.245
"79051" 2014010718 0 0 0.0831 10.9 28.242
"79052" 2014010719 0 0 0.0803 10.9 28.24
"79053" 2014010720 0 0 0.0786 10.3 28.232
"79054" 2014010721 0 0 0.0764 9.7 28.228
"79055" 2014010722 0 0 0.0753 9.4 28.228
"79056" 2014010723 0 0 0.0737 9 28.219
"79057" 2014010800 0 0 0.072 9.2 28.226
"79058" 2014010801 0 0 0.0709 9.4 28.221
"79059" 2014010802 0.2 0 0.0703 9.5 28.217
"79060" 2014010803 2.7 0 0.0703 9.2 28.213
"79061" 2014010804 1.5 0 0.0764 9 28.224
"79062" 2014010805 0.1 0 0.0925 8.2 28.248
"79063" 2014010806 0 0 0.1019 8.4 28.26
"79064" 2014010807 0 0 0.1102 8.5 28.272
"79065" 2014010808 0 0.0144 0.1152 8.5 28.285
"79066" 2014010809 0 0.0305 0.1169 8.9 28.291
"79067" 2014010810 0 0.0417 0.1146 9.2 28.287
"79068" 2014010811 0 0.0802 0.1124 9.4 28.291
"79069" 2014010812 0 0.0578 0.1108 9.7 28.297
"79070" 2014010813 0 0.0417 0.1097 9.8 28.287
"79071" 2014010814 0 0.0289 0.1074 9.5 28.291
"79072" 2014010815 0 0.0048 0.1052 8.2 28.284
"79073" 2014010816 0 0 0.103 7.8 28.273
"79074" 2014010817 0 0 0.1002 6 28.278
"79075" 2014010818 0 0 0.0991 6.8 28.277
"79076" 2014010819 0 0 0.0958 6.9 28.277
"79077" 2014010820 0 0 0.0942 6.3 28.273
"79078" 2014010821 0 0 0.0919 6.5 28.269
"79079" 2014010822 0 0 0.0903 7.3 28.265
"79080" 2014010823 0 0 0.0886 7.4 28.261
"79081" 2014010900 0 0 0.0875 7.8 28.26
"79082" 2014010901 0 0 0.0858 8.2 28.259
"79083" 2014010902 0 0 0.0853 9.8 28.256
"79084" 2014010903 0.1 0 0.0853 10 28.253
"79085" 2014010904 0.1 0 0.0847 10 28.246
"79086" 2014010905 0 0 0.0842 10.3 28.248
"79087" 2014010906 0 0 0.0842 10.6 28.242
"79088" 2014010907 0 0 0.0842 10.7 28.245
"79089" 2014010908 0 0.0065 0.0836 10.9 28.242
"79090" 2014010909 0 0.014 0.0836 11.4 28.233
"79091" 2014010910 0 0.0204 0.082 11.7 28.234
"79092" 2014010911 0 0.0194 0.0809 11.8 28.228
"79093" 2014010912 0.2 0.0161 0.0803 10.7 28.225
"79094" 2014010913 0.7 0.014 0.0803 9.4 28.223
"79095" 2014010914 0.1 0.0075 0.0814 8.9 28.22
"79096" 2014010915 0 0.0022 0.0831 8.9 28.233
"79097" 2014010916 0 0 0.0831 7.9 28.237
"79098" 2014010917 0 0 0.0831 7.2 28.23
"79099" 2014010918 0.4 0 0.0831 6.5 28.222
"79100" 2014010919 0.3 0 0.0831 6.5 28.224
"79101" 2014010920 0.6 0 0.0842 6.7 28.22
"79102" 2014010921 0 0 0.0864 6.3 28.233
"79103" 2014010922 0 0 0.0864 6.3 28.233
"79104" 2014010923 0 0 0.0875 6 28.235
"79105" 2014011000 0 0 0.0897 6 28.241
"79106" 2014011001 0.1 0 0.0897 5.8 28.239
"79107" 2014011002 0 0 0.0897 5.9 28.236
"79108" 2014011003 0.1 0 0.0886 5.2 28.236
"79109" 2014011004 0 0 0.0881 4.5 28.233
"79110" 2014011005 0 0 0.0864 3.9 28.23
"79111" 2014011006 0 0 0.0853 3.8 28.226
"79112" 2014011007 0 0.0013 0.0831 3.4 28.225
"79113" 2014011008 0 0.029 0.082 4.1 28.224
"79114" 2014011009 0 0.0681 0.0798 5.2 28.221
"79115" 2014011010 0 0.0934 0.0775 5.9 28.219
"79116" 2014011011 0 0.0606 0.077 6.7 28.205
"79117" 2014011012 0 0.0618 0.0753 7.2 28.199
"79118" 2014011013 0 0.0606 0.0748 7 28.204
"79119" 2014011014 0 0.0202 0.0742 6.7 28.206
"79120" 2014011015 0 0.005 0.0731 5.9 28.198
"79121" 2014011016 0 0 0.0726 6.3 28.199
"79122" 2014011017 0 0 0.0714 5.6 28.194
"79123" 2014011018 0 0 0.0703 5.6 28.198
"79124" 2014011019 0 0 0.0687 5 28.197
"79125" 2014011020 0 0 0.0676 5.2 28.197
"79126" 2014011021 0 0 0.0665 5.3 28.193
"79127" 2014011022 0 0 0.0659 5.2 28.189
"79128" 2014011023 0 0 0.0648 5.2 28.19
"79129" 2014011100 0 0 0.0637 4.9 28.191
"79130" 2014011101 0 0 0.0637 4.6 28.188
"79131" 2014011102 0 0 0.0626 3.9 28.192
"79132" 2014011103 0 0 0.0626 3.8 28.177
"79133" 2014011104 0 0 0.062 3.4 28.18
"79134" 2014011105 0 0 0.0609 2.9 28.183
"79135" 2014011106 0 0 0.0609 2.7 28.18
"79136" 2014011107 0 8e-04 0.0598 2.4 28.177
"79137" 2014011108 0 0.0065 0.0587 2.5 28.174
"79138" 2014011109 0 0.0169 0.0582 3.5 28.172
"79139" 2014011110 0 0.0242 0.0576 4.6 28.174
"79140" 2014011111 0.7 0.0153 0.0565 4.8 28.175
"79141" 2014011112 0.1 0.0073 0.0576 5.6 28.168
"79142" 2014011113 0.4 0.0145 0.0587 6.2 28.17
"79143" 2014011114 0.8 0.0105 0.0587 4.5 28.172
"79144" 2014011115 0 0.004 0.0609 3.6 28.177
"79145" 2014011116 0 0 0.062 3.3 28.186
"79146" 2014011117 0 0 0.0637 4.1 28.188
"79147" 2014011118 0 0 0.0642 3.1 28.187
"79148" 2014011119 0 0 0.0648 2.8 28.187
"79149" 2014011120 0 0 0.0648 2.7 28.189
"79150" 2014011121 0 0 0.0642 2 28.189
"79151" 2014011122 0 0 0.0637 1.7 28.186
"79152" 2014011123 0 0 0.0626 1.5 28.176
"79153" 2014011200 0 0 0.0615 1.5 28.178
"79154" 2014011201 0 0 0.0604 1.6 28.18
"79155" 2014011202 0 0 0.0598 1.3 28.178
"79156" 2014011203 0 0 0.0593 0.9 28.17
"79157" 2014011204 0 0 0.0587 0.4 28.171
"79158" 2014011205 0 0 0.0576 0.1 28.165
"79159" 2014011206 0 0 0.057 -0.2 28.167
"79160" 2014011207 0 0.0026 0.0559 -0.6 28.174
"79161" 2014011208 0 0.0193 0.0559 -0.2 28.164
"79162" 2014011209 0 0.0451 0.0548 0.1 28.166
"79163" 2014011210 0 0.0554 0.0543 0.8 28.166
"79164" 2014011211 0 0.0554 0.0543 1.1 28.169
"79165" 2014011212 0 0.0554 0.0532 1.9 28.172
"79166" 2014011213 0 0.0412 0.0532 1.8 28.171
"79167" 2014011214 0 0.0219 0.0532 1.9 28.165
"79168" 2014011215 0 0.0039 0.0537 1.9 28.164
"79169" 2014011216 0 0 0.0548 1.8 28.17
"79170" 2014011217 0 0 0.0548 1.1 28.171
"79171" 2014011218 0 0 0.0548 0 28.167
"79172" 2014011219 0 0 0.0548 0.3 28.167
"79173" 2014011220 0 0 0.0548 0.2 28.164
"79174" 2014011221 0 0 0.0548 -0.1 28.166
"79175" 2014011222 0 0 0.0543 0 28.165
"79176" 2014011223 0 0 0.0543 0.2 28.166
"79177" 2014011300 0 0 0.0543 0.5 28.174
"79178" 2014011301 0 0 0.0543 1.1 28.175
"79179" 2014011302 0 0 0.0543 1.5 28.169
"79180" 2014011303 0 0 0.0537 2.8 28.173
"79181" 2014011304 0 0 0.0532 4.3 28.171
